"DateKey","Date","FullDateUK","FullDateUSA","DayOfMonth","DaySuffix","DayName","DayOfWeekUSA","DayOfWeekUK","DayOfWeekInMonth","DayOfWeekInYear","DayOfQuarter","DayOfYear","WeekOfMonth","WeekOfQuarter","WeekOfYear","Month","MonthName","MonthOfQuarter","Quarter","QuarterName","Year","YearName","MonthYear","MMYYYY","FirstDayOfMonth","LastDayOfMonth","FirstDayOfQuarter","LastDayOfQuarter","FirstDayOfYear","LastDayOfYear","IsHolidayUSA","IsWeekday","HolidayUSA","IsHolidayUK","HolidayUK","FiscalDayOfYear","FiscalWeekOfYear","FiscalMonth","FiscalQuarter","FiscalQuarterName","FiscalYear","FiscalYearName","FiscalMonthYear","FiscalMMYYYY","FiscalFirstDayOfMonth","FiscalLastDayOfMonth","FiscalFirstDayOfQuarter","FiscalLastDayOfQuarter","FiscalFirstDayOfYear","FiscalLastDayOfYear"
20130706,2013-07-06 00:00:00.000,06/07/2013,07/06/2013,6,6th,Thu 7,7,6,1,27,1,187,1,1,27,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,182,26,6,2,Second,2013,FY 2013,"Jun-2013  ",062013,2013-06-09,2013-07-06,2013-04-07,2013-07-06,2013-01-06,2014-01-04
20130707,2013-07-07 00:00:00.000,07/07/2013,07/07/2013,7,7th,Chu Nhat,1,7,1,27,1,188,2,1,28,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,183,27,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130708,2013-07-08 00:00:00.000,08/07/2013,07/08/2013,8,8th,Thu 2,2,1,2,27,2,189,2,2,28,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,184,27,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130709,2013-07-09 00:00:00.000,09/07/2013,07/09/2013,9,9th,Thu 3,3,2,2,28,2,190,2,2,28,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,185,27,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130710,2013-07-10 00:00:00.000,10/07/2013,07/10/2013,10,10th,Thu 4,4,3,2,28,2,191,2,2,28,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,186,27,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130711,2013-07-11 00:00:00.000,11/07/2013,07/11/2013,11,11th,Thu 5,5,4,2,28,2,192,2,2,28,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,187,27,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130712,2013-07-12 00:00:00.000,12/07/2013,07/12/2013,12,12th,Thu 6,6,5,2,28,2,193,2,2,28,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,188,27,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130713,2013-07-13 00:00:00.000,13/07/2013,07/13/2013,13,13th,Thu 7,7,6,2,28,2,194,2,2,28,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,189,27,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130714,2013-07-14 00:00:00.000,14/07/2013,07/14/2013,14,14th,Chu Nhat,1,7,2,28,2,195,3,2,29,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,190,28,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130715,2013-07-15 00:00:00.000,15/07/2013,07/15/2013,15,15th,Thu 2,2,1,3,28,3,196,3,3,29,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,191,28,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130716,2013-07-16 00:00:00.000,16/07/2013,07/16/2013,16,16th,Thu 3,3,2,3,29,3,197,3,3,29,7,Thang 7,1,3,Third,2013,CY 2013,Jul-2013,072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,192,28,7,3,Third,2013,FY 2013,Jul-2013,072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130717,2013-07-17 00:00:00.000,17/07/2013,07/17/2013,17,17th,Thu 4,4,3,3,29,3,198,3,3,29,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,193,28,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130718,2013-07-18 00:00:00.000,18/07/2013,07/18/2013,18,18th,Thu 5,5,4,3,29,3,199,3,3,29,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,194,28,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130719,2013-07-19 00:00:00.000,19/07/2013,07/19/2013,19,19th,Thu 6,6,5,3,29,3,200,3,3,29,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,195,28,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130720,2013-07-20 00:00:00.000,20/07/2013,07/20/2013,20,20th,Thu 7,7,6,3,29,3,201,3,3,29,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,196,28,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130721,2013-07-21 00:00:00.000,21/07/2013,07/21/2013,21,21st,Chu Nhat,1,7,3,29,3,202,4,3,30,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,197,29,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130722,2013-07-22 00:00:00.000,22/07/2013,07/22/2013,22,22nd,Thu 2,2,1,4,29,4,203,4,4,30,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,198,29,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130723,2013-07-23 00:00:00.000,23/07/2013,07/23/2013,23,23rd,Thu 3,3,2,4,30,4,204,4,4,30,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,199,29,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130724,2013-07-24 00:00:00.000,24/07/2013,07/24/2013,24,24th,Thu 4,4,3,4,30,4,205,4,4,30,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,200,29,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130725,2013-07-25 00:00:00.000,25/07/2013,07/25/2013,25,25th,Thu 5,5,4,4,30,4,206,4,4,30,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,201,29,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130726,2013-07-26 00:00:00.000,26/07/2013,07/26/2013,26,26th,Thu 6,6,5,4,30,4,207,4,4,30,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,202,29,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130727,2013-07-27 00:00:00.000,27/07/2013,07/27/2013,27,27th,Thu 7,7,6,4,30,4,208,4,4,30,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,203,29,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130728,2013-07-28 00:00:00.000,28/07/2013,07/28/2013,28,28th,Chu Nhat,1,7,4,30,4,209,5,4,31,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,204,30,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130729,2013-07-29 00:00:00.000,29/07/2013,07/29/2013,29,29th,Thu 2,2,1,5,30,5,210,5,5,31,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,205,30,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130730,2013-07-30 00:00:00.000,30/07/2013,07/30/2013,30,30th,Thu 3,3,2,5,31,5,211,5,5,31,7,Thang 7,1,3,Third,2013,CY 2013,"Jul-2013  ",072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,206,30,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130731,2013-07-31 00:00:00.000,31/07/2013,07/31/2013,31,31st,Thu 4,4,3,5,31,5,212,5,5,31,7,Thang 7,1,3,Third,2013,CY 2013,Jul-2013,072013,2013-07-01,2013-07-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,207,30,7,3,Third,2013,FY 2013,Jul-2013,072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130801,2013-08-01 00:00:00.000,01/08/2013,08/01/2013,1,1st,Thu 5,5,4,1,31,5,213,1,5,31,8,Thang 8,2,3,Third,2013,CY 2013,Aug-2013,082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,208,30,7,3,Third,2013,FY 2013,Jul-2013,072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130802,2013-08-02 00:00:00.000,02/08/2013,08/02/2013,2,2nd,Thu 6,6,5,1,31,5,214,1,5,31,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,209,30,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130803,2013-08-03 00:00:00.000,03/08/2013,08/03/2013,3,3rd,Thu 7,7,6,1,31,5,215,1,5,31,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,210,30,7,3,Third,2013,FY 2013,"Jul-2013  ",072013,2013-07-07,2013-08-03,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130804,2013-08-04 00:00:00.000,04/08/2013,08/04/2013,4,4th,Chu Nhat,1,7,1,31,5,216,2,5,32,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,211,31,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130805,2013-08-05 00:00:00.000,05/08/2013,08/05/2013,5,5th,Thu 2,2,1,1,31,6,217,2,6,32,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,212,31,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130806,2013-08-06 00:00:00.000,06/08/2013,08/06/2013,6,6th,Thu 3,3,2,1,32,6,218,2,6,32,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,213,31,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130807,2013-08-07 00:00:00.000,07/08/2013,08/07/2013,7,7th,Thu 4,4,3,1,32,6,219,2,6,32,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,214,31,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130808,2013-08-08 00:00:00.000,08/08/2013,08/08/2013,8,8th,Thu 5,5,4,2,32,6,220,2,6,32,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,215,31,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130809,2013-08-09 00:00:00.000,09/08/2013,08/09/2013,9,9th,Thu 6,6,5,2,32,6,221,2,6,32,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,216,31,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130810,2013-08-10 00:00:00.000,10/08/2013,08/10/2013,10,10th,Thu 7,7,6,2,32,6,222,2,6,32,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,217,31,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130811,2013-08-11 00:00:00.000,11/08/2013,08/11/2013,11,11th,Chu Nhat,1,7,2,32,6,223,3,6,33,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,218,32,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130812,2013-08-12 00:00:00.000,12/08/2013,08/12/2013,12,12th,Thu 2,2,1,2,32,7,224,3,7,33,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,219,32,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130813,2013-08-13 00:00:00.000,13/08/2013,08/13/2013,13,13th,Thu 3,3,2,2,33,7,225,3,7,33,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,220,32,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130814,2013-08-14 00:00:00.000,14/08/2013,08/14/2013,14,14th,Thu 4,4,3,2,33,7,226,3,7,33,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,221,32,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130815,2013-08-15 00:00:00.000,15/08/2013,08/15/2013,15,15th,Thu 5,5,4,3,33,7,227,3,7,33,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,222,32,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130816,2013-08-16 00:00:00.000,16/08/2013,08/16/2013,16,16th,Thu 6,6,5,3,33,7,228,3,7,33,8,Thang 8,2,3,Third,2013,CY 2013,Aug-2013,082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,223,32,8,3,Third,2013,FY 2013,Aug-2013,082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130817,2013-08-17 00:00:00.000,17/08/2013,08/17/2013,17,17th,Thu 7,7,6,3,33,7,229,3,7,33,8,Thang 8,2,3,Third,2013,CY 2013,Aug-2013,082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,224,32,8,3,Third,2013,FY 2013,Aug-2013,082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130818,2013-08-18 00:00:00.000,18/08/2013,08/18/2013,18,18th,Chu Nhat,1,7,3,33,7,230,4,7,34,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,225,33,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130819,2013-08-19 00:00:00.000,19/08/2013,08/19/2013,19,19th,Thu 2,2,1,3,33,8,231,4,8,34,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,226,33,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130820,2013-08-20 00:00:00.000,20/08/2013,08/20/2013,20,20th,Thu 3,3,2,3,34,8,232,4,8,34,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,227,33,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130821,2013-08-21 00:00:00.000,21/08/2013,08/21/2013,21,21st,Thu 4,4,3,3,34,8,233,4,8,34,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,228,33,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130822,2013-08-22 00:00:00.000,22/08/2013,08/22/2013,22,22nd,Thu 5,5,4,4,34,8,234,4,8,34,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,229,33,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130823,2013-08-23 00:00:00.000,23/08/2013,08/23/2013,23,23rd,Thu 6,6,5,4,34,8,235,4,8,34,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,230,33,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130824,2013-08-24 00:00:00.000,24/08/2013,08/24/2013,24,24th,Thu 7,7,6,4,34,8,236,4,8,34,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,231,33,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130825,2013-08-25 00:00:00.000,25/08/2013,08/25/2013,25,25th,Chu Nhat,1,7,4,34,8,237,5,8,35,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,1,Summer Bank Holiday,232,34,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130826,2013-08-26 00:00:00.000,26/08/2013,08/26/2013,26,26th,Thu 2,2,1,4,34,9,238,5,9,35,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,233,34,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130827,2013-08-27 00:00:00.000,27/08/2013,08/27/2013,27,27th,Thu 3,3,2,4,35,9,239,5,9,35,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,234,34,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130828,2013-08-28 00:00:00.000,28/08/2013,08/28/2013,28,28th,Thu 4,4,3,4,35,9,240,5,9,35,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,235,34,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130829,2013-08-29 00:00:00.000,29/08/2013,08/29/2013,29,29th,Thu 5,5,4,5,35,9,241,5,9,35,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,236,34,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130830,2013-08-30 00:00:00.000,30/08/2013,08/30/2013,30,30th,Thu 6,6,5,5,35,9,242,5,9,35,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,1,NULL,0,NULL,237,34,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130831,2013-08-31 00:00:00.000,31/08/2013,08/31/2013,31,31st,Thu 7,7,6,5,35,9,243,5,9,35,8,Thang 8,2,3,Third,2013,CY 2013,"Aug-2013  ",082013,2013-08-01,2013-08-31,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,238,34,8,3,Third,2013,FY 2013,"Aug-2013  ",082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
20130901,2013-09-01 00:00:00.000,01/09/2013,09/01/2013,1,1st,Chu Nhat,1,7,1,35,9,244,1,9,36,9,Thang 9,3,3,Third,2013,CY 2013,Sep-2013,092013,2013-09-01,2013-09-30,2013-07-01,2013-09-30,2013-01-01,2013-12-31,0,0,NULL,0,NULL,239,35,8,3,Third,2013,FY 2013,Aug-2013,082013,2013-08-04,2013-09-07,2013-07-07,2013-10-05,2013-01-06,2014-01-04
