"DateKey","Date","FullDateUK","FullDateUSA","DayOfMonth","DaySuffix","DayName","DayOfWeekUSA","DayOfWeekUK","DayOfWeekInMonth","DayOfWeekInYear","DayOfQuarter","DayOfYear","WeekOfMonth","WeekOfQuarter","WeekOfYear","Month","MonthName","MonthOfQuarter","Quarter","QuarterName","Year","YearName","MonthYear","MMYYYY","FirstDayOfMonth","LastDayOfMonth","FirstDayOfQuarter","LastDayOfQuarter","FirstDayOfYear","LastDayOfYear","IsHolidayUSA","IsWeekday","HolidayUSA","IsHolidayUK","HolidayUK","FiscalDayOfYear","FiscalWeekOfYear","FiscalMonth","FiscalQuarter","FiscalQuarterName","FiscalYear","FiscalYearName","FiscalMonthYear","FiscalMMYYYY","FiscalFirstDayOfMonth","FiscalLastDayOfMonth","FiscalFirstDayOfQuarter","FiscalLastDayOfQuarter","FiscalFirstDayOfYear","FiscalLastDayOfYear"
20140810,2014-08-10 00:00:00.000,10/08/2014,08/10/2014,10,10th,Chu Nhat,1,7,2,32,6,222,3,6,33,8,Thang 8,2,3,Third,2014,CY 2014,Aug-2014,082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,218,32,8,3,Third,2014,FY 2014,Aug-2014,082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140811,2014-08-11 00:00:00.000,11/08/2014,08/11/2014,11,11th,Thu 2,2,1,2,32,6,223,3,6,33,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,219,32,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140812,2014-08-12 00:00:00.000,12/08/2014,08/12/2014,12,12th,Thu 3,3,2,2,32,7,224,3,7,33,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,220,32,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140813,2014-08-13 00:00:00.000,13/08/2014,08/13/2014,13,13th,Thu 4,4,3,2,33,7,225,3,7,33,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,221,32,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140814,2014-08-14 00:00:00.000,14/08/2014,08/14/2014,14,14th,Thu 5,5,4,2,33,7,226,3,7,33,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,222,32,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140815,2014-08-15 00:00:00.000,15/08/2014,08/15/2014,15,15th,Thu 6,6,5,3,33,7,227,3,7,33,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,223,32,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140816,2014-08-16 00:00:00.000,16/08/2014,08/16/2014,16,16th,Thu 7,7,6,3,33,7,228,3,7,33,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,224,32,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140817,2014-08-17 00:00:00.000,17/08/2014,08/17/2014,17,17th,Chu Nhat,1,7,3,33,7,229,4,7,34,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,225,33,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140818,2014-08-18 00:00:00.000,18/08/2014,08/18/2014,18,18th,Thu 2,2,1,3,33,7,230,4,7,34,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,226,33,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140819,2014-08-19 00:00:00.000,19/08/2014,08/19/2014,19,19th,Thu 3,3,2,3,33,8,231,4,8,34,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,227,33,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140820,2014-08-20 00:00:00.000,20/08/2014,08/20/2014,20,20th,Thu 4,4,3,3,34,8,232,4,8,34,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,228,33,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140821,2014-08-21 00:00:00.000,21/08/2014,08/21/2014,21,21st,Thu 5,5,4,3,34,8,233,4,8,34,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,229,33,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140822,2014-08-22 00:00:00.000,22/08/2014,08/22/2014,22,22nd,Thu 6,6,5,4,34,8,234,4,8,34,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,230,33,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140823,2014-08-23 00:00:00.000,23/08/2014,08/23/2014,23,23rd,Thu 7,7,6,4,34,8,235,4,8,34,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,231,33,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140824,2014-08-24 00:00:00.000,24/08/2014,08/24/2014,24,24th,Chu Nhat,1,7,4,34,8,236,5,8,35,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,232,34,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140825,2014-08-25 00:00:00.000,25/08/2014,08/25/2014,25,25th,Thu 2,2,1,4,34,8,237,5,8,35,8,Thang 8,2,3,Third,2014,CY 2014,Aug-2014,082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,1,Summer Bank Holiday,233,34,8,3,Third,2014,FY 2014,Aug-2014,082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140826,2014-08-26 00:00:00.000,26/08/2014,08/26/2014,26,26th,Thu 3,3,2,4,34,9,238,5,9,35,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,234,34,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140827,2014-08-27 00:00:00.000,27/08/2014,08/27/2014,27,27th,Thu 4,4,3,4,35,9,239,5,9,35,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,235,34,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140828,2014-08-28 00:00:00.000,28/08/2014,08/28/2014,28,28th,Thu 5,5,4,4,35,9,240,5,9,35,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,236,34,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140829,2014-08-29 00:00:00.000,29/08/2014,08/29/2014,29,29th,Thu 6,6,5,5,35,9,241,5,9,35,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,237,34,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140830,2014-08-30 00:00:00.000,30/08/2014,08/30/2014,30,30th,Thu 7,7,6,5,35,9,242,5,9,35,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,238,34,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140831,2014-08-31 00:00:00.000,31/08/2014,08/31/2014,31,31st,Chu Nhat,1,7,5,35,9,243,6,9,36,8,Thang 8,2,3,Third,2014,CY 2014,"Aug-2014  ",082014,2014-08-01,2014-08-31,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,239,35,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140901,2014-09-01 00:00:00.000,01/09/2014,09/01/2014,1,1st,Thu 2,2,1,1,35,9,244,1,9,36,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,240,35,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140902,2014-09-02 00:00:00.000,02/09/2014,09/02/2014,2,2nd,Thu 3,3,2,1,35,10,245,1,10,36,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,241,35,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140903,2014-09-03 00:00:00.000,03/09/2014,09/03/2014,3,3rd,Thu 4,4,3,1,36,10,246,1,10,36,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,242,35,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140904,2014-09-04 00:00:00.000,04/09/2014,09/04/2014,4,4th,Thu 5,5,4,1,36,10,247,1,10,36,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,243,35,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140905,2014-09-05 00:00:00.000,05/09/2014,09/05/2014,5,5th,Thu 6,6,5,1,36,10,248,1,10,36,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,244,35,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140906,2014-09-06 00:00:00.000,06/09/2014,09/06/2014,6,6th,Thu 7,7,6,1,36,10,249,1,10,36,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,245,35,8,3,Third,2014,FY 2014,"Aug-2014  ",082014,2014-08-03,2014-09-06,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140907,2014-09-07 00:00:00.000,07/09/2014,09/07/2014,7,7th,Chu Nhat,1,7,1,36,10,250,2,10,37,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,246,36,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140908,2014-09-08 00:00:00.000,08/09/2014,09/08/2014,8,8th,Thu 2,2,1,2,36,10,251,2,10,37,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,247,36,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140909,2014-09-09 00:00:00.000,09/09/2014,09/09/2014,9,9th,Thu 3,3,2,2,36,11,252,2,11,37,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,248,36,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140910,2014-09-10 00:00:00.000,10/09/2014,09/10/2014,10,10th,Thu 4,4,3,2,37,11,253,2,11,37,9,Thang 9,3,3,Third,2014,CY 2014,Sep-2014,092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,249,36,9,3,Third,2014,FY 2014,Sep-2014,092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140911,2014-09-11 00:00:00.000,11/09/2014,09/11/2014,11,11th,Thu 5,5,4,2,37,11,254,2,11,37,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,250,36,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140912,2014-09-12 00:00:00.000,12/09/2014,09/12/2014,12,12th,Thu 6,6,5,2,37,11,255,2,11,37,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,251,36,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140913,2014-09-13 00:00:00.000,13/09/2014,09/13/2014,13,13th,Thu 7,7,6,2,37,11,256,2,11,37,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,252,36,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140914,2014-09-14 00:00:00.000,14/09/2014,09/14/2014,14,14th,Chu Nhat,1,7,2,37,11,257,3,11,38,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,253,37,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140915,2014-09-15 00:00:00.000,15/09/2014,09/15/2014,15,15th,Thu 2,2,1,3,37,11,258,3,11,38,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,254,37,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140916,2014-09-16 00:00:00.000,16/09/2014,09/16/2014,16,16th,Thu 3,3,2,3,37,12,259,3,12,38,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,255,37,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140917,2014-09-17 00:00:00.000,17/09/2014,09/17/2014,17,17th,Thu 4,4,3,3,38,12,260,3,12,38,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,256,37,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140918,2014-09-18 00:00:00.000,18/09/2014,09/18/2014,18,18th,Thu 5,5,4,3,38,12,261,3,12,38,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,257,37,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140919,2014-09-19 00:00:00.000,19/09/2014,09/19/2014,19,19th,Thu 6,6,5,3,38,12,262,3,12,38,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,258,37,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140920,2014-09-20 00:00:00.000,20/09/2014,09/20/2014,20,20th,Thu 7,7,6,3,38,12,263,3,12,38,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,259,37,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140921,2014-09-21 00:00:00.000,21/09/2014,09/21/2014,21,21st,Chu Nhat,1,7,3,38,12,264,4,12,39,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,260,38,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140922,2014-09-22 00:00:00.000,22/09/2014,09/22/2014,22,22nd,Thu 2,2,1,4,38,12,265,4,12,39,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,261,38,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140923,2014-09-23 00:00:00.000,23/09/2014,09/23/2014,23,23rd,Thu 3,3,2,4,38,13,266,4,13,39,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,262,38,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140924,2014-09-24 00:00:00.000,24/09/2014,09/24/2014,24,24th,Thu 4,4,3,4,39,13,267,4,13,39,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,263,38,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140925,2014-09-25 00:00:00.000,25/09/2014,09/25/2014,25,25th,Thu 5,5,4,4,39,13,268,4,13,39,9,Thang 9,3,3,Third,2014,CY 2014,Sep-2014,092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,264,38,9,3,Third,2014,FY 2014,Sep-2014,092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140926,2014-09-26 00:00:00.000,26/09/2014,09/26/2014,26,26th,Thu 6,6,5,4,39,13,269,4,13,39,9,Thang 9,3,3,Third,2014,CY 2014,Sep-2014,092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,265,38,9,3,Third,2014,FY 2014,Sep-2014,092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140927,2014-09-27 00:00:00.000,27/09/2014,09/27/2014,27,27th,Thu 7,7,6,4,39,13,270,4,13,39,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,266,38,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140928,2014-09-28 00:00:00.000,28/09/2014,09/28/2014,28,28th,Chu Nhat,1,7,4,39,13,271,5,13,40,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,0,NULL,0,NULL,267,39,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140929,2014-09-29 00:00:00.000,29/09/2014,09/29/2014,29,29th,Thu 2,2,1,5,39,13,272,5,13,40,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,268,39,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20140930,2014-09-30 00:00:00.000,30/09/2014,09/30/2014,30,30th,Thu 3,3,2,5,39,14,273,5,14,40,9,Thang 9,3,3,Third,2014,CY 2014,"Sep-2014  ",092014,2014-09-01,2014-09-30,2014-07-01,2014-09-30,2014-01-01,2014-12-31,0,1,NULL,0,NULL,269,39,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20141001,2014-10-01 00:00:00.000,01/10/2014,10/01/2014,1,1st,Thu 4,4,3,1,40,1,274,1,1,40,10,Thang 10,1,4,Fourth,2014,CY 2014,"Oct-2014  ",102014,2014-10-01,2014-10-31,2014-10-01,2014-12-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,270,39,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20141002,2014-10-02 00:00:00.000,02/10/2014,10/02/2014,2,2nd,Thu 5,5,4,1,40,1,275,1,1,40,10,Thang 10,1,4,Fourth,2014,CY 2014,"Oct-2014  ",102014,2014-10-01,2014-10-31,2014-10-01,2014-12-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,271,39,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20141003,2014-10-03 00:00:00.000,03/10/2014,10/03/2014,3,3rd,Thu 6,6,5,1,40,1,276,1,1,40,10,Thang 10,1,4,Fourth,2014,CY 2014,"Oct-2014  ",102014,2014-10-01,2014-10-31,2014-10-01,2014-12-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,272,39,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20141004,2014-10-04 00:00:00.000,04/10/2014,10/04/2014,4,4th,Thu 7,7,6,1,40,1,277,1,1,40,10,Thang 10,1,4,Fourth,2014,CY 2014,"Oct-2014  ",102014,2014-10-01,2014-10-31,2014-10-01,2014-12-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,273,39,9,3,Third,2014,FY 2014,"Sep-2014  ",092014,2014-09-07,2014-10-04,2014-07-06,2014-10-04,2014-01-05,2015-01-03
20141005,2014-10-05 00:00:00.000,05/10/2014,10/05/2014,5,5th,Chu Nhat,1,7,1,40,1,278,2,1,41,10,Thang 10,1,4,Fourth,2014,CY 2014,"Oct-2014  ",102014,2014-10-01,2014-10-31,2014-10-01,2014-12-31,2014-01-01,2014-12-31,0,0,NULL,0,NULL,274,40,10,4,Fourth,2014,FY 2014,"Oct-2014  ",102014,2014-10-05,2014-11-01,2014-10-05,2015-01-03,2014-01-05,2015-01-03
20141006,2014-10-06 00:00:00.000,06/10/2014,10/06/2014,6,6th,Thu 2,2,1,1,40,1,279,2,1,41,10,Thang 10,1,4,Fourth,2014,CY 2014,"Oct-2014  ",102014,2014-10-01,2014-10-31,2014-10-01,2014-12-31,2014-01-01,2014-12-31,0,1,NULL,0,NULL,275,40,10,4,Fourth,2014,FY 2014,"Oct-2014  ",102014,2014-10-05,2014-11-01,2014-10-05,2015-01-03,2014-01-05,2015-01-03
